Scientific name	Authority	Status
Erythropygia leucophrys	"(Vieillot, 1817)"	R
Erythropygia galactotes	"(Temminck, 1820)"	R
Erythropygia paena	"Smith, 1836"	R
Erythropygia coryphaeus	"(Lesson, 1831)"	R
Cercotrichas podobe	"(M�ller, 1776)"	R
Namibornis herero	"(Meyer De Schauensee, 1931)"	R
Copsychus sechellarum	"Newton, 1865"	R
Copsychus albospecularis	"(Eydoux & Gervais, 1836)"	R
Copsychus saularis	"(Linnaeus, 1758)"	R
Copsychus stricklandii	"Motley & Dillwyn, 1855"	NR
Copsychus malabaricus	"(Scopoli, 1788)"	NR
Copsychus malabaricus	"(Scopoli, 1788)"	R
Copsychus luzoniensis	"(Kittlitz, 1832)"	R
Copsychus niger	"(Sharpe, 1877)"	R
Copsychus cebuensis	"(Steere, 1890)"	R
Trichixos pyrropygus	"Lesson, 1839"	R
Saxicoloides fulicatus	"(Linnaeus, 1766)"	R
Phoenicurus alaschanicus	"(Przewalski, 1876)"	R
Phoenicurus erythronotus	"(Eversmann, 1841)"	R
Phoenicurus caeruleocephala	"Vigors, 1831"	R
Phoenicurus ochruros	"(Gmelin, 1774)"	R
Phoenicurus phoenicurus	"(Linnaeus, 1758)"	R
Phoenicurus hodgsoni	"(Moore, 1854)"	R
Phoenicurus schisticeps	"(Gray, 1846)"	R
Phoenicurus auroreus	"(Pallas, 1776)"	R
Phoenicurus moussieri	"(Olphe-Galliard, 1852)"	R
Phoenicurus erythrogastrus	"(G�ldenst�dt, 1775)"	R
Phoenicurus frontalis	"Vigors, 1832"	R
Hodgsonius phaenicuroides	"(Gray, 1846)"	R
Rhyacornis fuliginosa	"Vigors, 1831"	R
Rhyacornis bicolor	"(Ogilvie-Grant, 1894)"	R
Chaimarrornis leucocephalus	"(Vigors, 1831)"	R
Cinclidium leucurum	"(Hodgson, 1845)"	R
Cinclidium diana	"(Lesson, 1834)"	R
Cinclidium frontale	"Blyth, 1842"	R
Grandala coelicolor	"Hodgson, 1843"	R
Enicurus scouleri	"Vigors, 1832"	R
Enicurus velatus	"Temminck, 1822"	R
Enicurus borneensis	"(Sharpe, 1889)"	UR
Enicurus ruficapillus	"Temminck, 1823"	R
Enicurus immaculatus	"(Hodgson, 1836)"	R
Enicurus schistaceus	"(Hodgson, 1836)"	R
Enicurus leschenaulti	"(Vieillot, 1818)"	R
Enicurus maculatus	"Vigors, 1831"	R
Saxicola rubetra	"(Linnaeus, 1758)"	R
Saxicola macrorhynchus	"(Stoliczka, 1872)"	R
Saxicola insignis	"Gray, 1846"	R
Saxicola dacotiae	"(Meade-Waldo, 1889)"	R
Saxicola torquatus	"(Linnaeus, 1766)"	R
Saxicola sibilla	"(Linnaeus, 1766)"	NR
Saxicola axillaris	"(Shelley, 1884)"	NR
Saxicola maurus	"(Pallas, 1773)"	NR
Saxicola rubicola	"(Linnaeus, 1766)"	NR
Saxicola tectes	"(Gmelin, 1789)"	R
Saxicola leucurus	"(Blyth, 1847)"	R
Saxicola caprata	"(Linnaeus, 1766)"	R
Saxicola jerdoni	"(Blyth, 1867)"	R
Saxicola ferreus	"Gray, 1846"	R
Saxicola gutturalis	"(Vieillot, 1818)"	R
Oenanthe bifasciata	"(Temminck, 1829)"	R
Oenanthe leucopyga	"(Brehm, 1855)"	R
Oenanthe monacha	"(Temminck, 1825)"	R
Oenanthe albonigra	"(Hume, 1872)"	R
Oenanthe leucura	"(Gmelin, 1789)"	R
Oenanthe monticola	"Vieillot, 1818"	R
Oenanthe phillipsi	"(Shelley, 1885)"	R
Oenanthe oenanthe	"(Linnaeus, 1758)"	R
Oenanthe lugubris	"(R�ppell, 1837)"	NR
Oenanthe lugens	"(Lichtenstein, 1823)"	NR
Oenanthe lugens	"(Lichtenstein, 1823)"	R
Oenanthe lugentoides	"(Seebohm, 1881)"	R
Oenanthe finschii	"(Heuglin, 1869)"	R
Oenanthe picata	"(Blyth, 1847)"	R
Oenanthe moesta	"(Lichtenstein, 1823)"	R
Oenanthe hispanica	"(Linnaeus, 1758)"	R
Oenanthe melanoleuca	"(G�ldenst�dt, 1775)"	NR
Oenanthe pleschanka	"(Lepechin, 1770)"	R
Oenanthe cypriaca	"(Homeyer, 1884)"	R
Oenanthe xanthoprymna	"(Hemprich & Ehrenberg, 1833)"	NR
Oenanthe xanthoprymna	"(Hemprich & Ehrenberg, 1833)"	R
Oenanthe chrysopygia	"(De Filippi, 1863)"	R
Oenanthe deserti	"(Temminck, 1825)"	R
Oenanthe pileata	"(Gmelin, 1789)"	R
Oenanthe isabellina	"(Temminck, 1829)"	R
Oenanthe heuglini	"(Finsch & Hartlaub, 1870)"	R
Oenanthe bottae	"(Bonaparte, 1854)"	R
Oenanthe bottae	"(Bonaparte, 1854)"	NR
Cercomela sinuata	"(Sundevall, 1858)"	R
Cercomela schlegelii	"(Wahlberg, 1855)"	R
Cercomela tractrac	"(Wilkes, 1817)"	R
Cercomela familiaris	"(Wilkes, 1817)"	R
Cercomela scotocerca	"(Heuglin, 1869)"	R
Cercomela fusca	"(Blyth, 1851)"	R
Cercomela dubia	"(Blundell & Lovat, 1899)"	R
Cercomela melanura	"(Temminck, 1824)"	R
Cercomela sordida	"(R�ppell, 1837)"	R
Myrmecocichla tholloni	"(Oustalet, 1886)"	R
Myrmecocichla aethiops	"Cabanis, 1850"	R
Myrmecocichla formicivora	"(Vieillot, 1818)"	R
Myrmecocichla nigra	"(Vieillot, 1818)"	R
Myrmecocichla melaena	"(R�ppell, 1837)"	R
Myrmecocichla albifrons	"(R�ppell, 1837)"	R
Myrmecocichla arnoti	"(Tristram, 1869)"	R
Thamnolaea cinnamomeiventris	"(Lafresnaye, 1836)"	R
Monticola semirufus	"(R�ppell, 1837)"	R
Thamnolaea cinnamomeiventris	"(Lafresnaye, 1836)"	NR
Thamnolaea coronata	"Reichenow, 1902"	NR
Pinarornis plumosus	"Sharpe, 1876"	R
Monticola sharpei	"(Gray, 1871)"	NR
Monticola sharpei	"(Gray, 1871)"	R
Monticola erythronotus	"(Lavauden, 1929)"	R
Monticola bensoni	"Farkas, 1971"	NR
Monticola imerinus	"(Hartlaub, 1860)"	R
Monticola rupestris	"(Vieillot, 1818)"	R
Monticola explorator	"(Vieillot, 1818)"	R
Monticola pretoriae	"Gunning & Roberts, 1911"	NR
Monticola brevipes	"(Waterhouse, 1838)"	NR
Monticola brevipes	"(Waterhouse, 1838)"	R
Monticola angolensis	"Sousa, 1888"	R
Monticola saxatilis	"(Linnaeus, 1766)"	R
Monticola rufocinereus	"(R�ppell, 1837)"	R
Monticola cinclorhynchus	"(Vigors, 1832)"	R
Monticola gularis	"(Swinhoe, 1863)"	R
Monticola rufiventris	"(Jardine & Selby, 1833)"	R
Monticola solitarius	"(Linnaeus, 1758)"	R
Fraseria ocreata	"(Strickland, 1844)"	R
Fraseria cinerascens	"Hartlaub, 1857"	R
Melaenornis chocolatinus	"Ruppell, 1840"	NR
Melaenornis edolioides	"(Swainson, 1837)"	R
Melaenornis pammelaina	"(Stanley, 1814)"	R
Melaenornis ardesiacus	"Berlioz, 1936"	R
Melaenornis annamarulae	"Forbes-Watson, 1970"	R
Bradornis pallidus	"(von M�ller, 1851)"	R
Bradornis infuscatus	"(Smith, 1839)"	R
Bradornis mariquensis	"Smith, 1847"	R
Bradornis pumilus	"Sharpe, 1895"	NR
Bradornis microrhynchus	"(Reichenow, 1887)"	NR
Bradornis microrhynchus	"(Reichenow, 1887)"	R
Dioptrornis chocolatinus	"(R�ppell, 1840)"	R
Dioptrornis fischeri	"Reichenow, 1884"	R
Dioptrornis brunneus	"Cabanis, 1886"	R
Sigelus silens	"(Shaw, 1809)"	R
Empidornis semipartitus	"(R�ppell, 1840)"	R
Rhinomyias additus	"(Hartert, 1900)"	R
Rhinomyias oscillans	"(Hartert, 1897)"	R
Rhinomyias brunneatus	"(Slater, 1897)"	R
Rhinomyias olivaceus	"(Hume, 1877)"	R
Rhinomyias umbratilis	"(Strickland, 1849)"	R
Rhinomyias ruficauda	"(Sharpe, 1877)"	R
Rhinomyias colonus	"Hartert, 1898"	R
Rhinomyias gularis	"Sharpe, 1888"	R
Rhinomyias insignis	"Ogilvie-Grant, 1895"	R
Rhinomyias albigularis	"Bourne & Worcester, 1894"	R
Rhinomyias goodfellowi	"Ogilvie-Grant, 1905"	R
Muscicapa striata	"(Pallas, 1764)"	R
Muscicapa gambagae	"(Alexander, 1901)"	R
Muscicapa griseisticta	"(Swinhoe, 1861)"	R
Muscicapa sibirica	"Gmelin, 1789"	R
Muscicapa dauurica	"Pallas, 1811"	R
Muscicapa randi	"Amadon & duPont, 1970"	R
Muscicapa segregata	"(Siebers, 1928)"	R
Muscicapa ruficauda	"Swainson, 1838"	R
Muscicapa muttui	"(Layard, 1854)"	R
Muscicapa ferruginea	"(Hodgson, 1845)"	R
Muscicapa ussheri	"(Sharpe, 1871)"	R
Muscicapa infuscata	"(Cassin, 1855)"	R
Muscicapa boehmi	"(Reichenow, 1884)"	R
Muscicapa aquatica	"Heuglin, 1864"	R
Muscicapa olivascens	"(Cassin, 1859)"	R
Muscicapa itombwensis	"Prigogine, 1957"	NR
Muscicapa lendu	"(Chapin, 1932)"	NR
Muscicapa lendu	"(Chapin, 1932)"	R
Muscicapa adusta	"(Boie, 1828)"	R
Muscicapa epulata	"(Cassin, 1855)"	R
Muscicapa sethsmithi	"(van Someren, 1922)"	R
Muscicapa comitata	"(Cassin, 1857)"	R
Muscicapa tessmanni	"(Reichenow, 1907)"	R
Muscicapa cassini	"Heine, 1859"	R
Muscicapa caerulescens	"(Hartlaub, 1865)"	R
Muscicapa williamsoni	"Deignan, 1957"	UR
Myioparus griseigularis	"(Jackson, 1906)"	R
Myioparus plumbeus	"(Hartlaub, 1858)"	R
Stenostira scita	"(Vieillot, 1818)"	R
Humblotia flavirostris	"Milne-Edwards & Oustalet, 1885"	R
Ficedula hypoleuca	"(Pallas, 1764)"	R
Ficedula speculigera	"(Bonaparte, 1850)"	NR
Ficedula albicollis	"(Temminck, 1815)"	R
Ficedula semitorquata	"(Homeyer, 1885)"	R
Ficedula zanthopygia	"(Hay, 1845)"	R
Ficedula narcissina	"(Temminck, 1835)"	R
Ficedula beijingnica	"Zheng, Song, Zhang, Zhang & Guo (2000)"	NR
Ficedula mugimaki	"(Temminck, 1835)"	R
Ficedula hodgsonii	"(Verreaux, 1871)"	R
Ficedula strophiata	"(Hodgson, 1837)"	R
Ficedula parva	"(Bechstein, 1792)"	NR
Ficedula parva	"(Bechstein, 1792)"	R
Ficedula albicilla	"(Pallas, 1811)"	R
Ficedula subrubra	"(Hartert & Steinbacher, 1934)"	R
Ficedula monileger	"(Hodgson, 1845)"	R
Ficedula solitaris	"(M�ller, 1835)"	R
Ficedula hyperythra	"(Blyth, 1843)"	R
Ficedula dumetoria	"(Wallace, 1864)"	R
Ficedula rufigula	"(Wallace, 1865)"	R
Ficedula buruensis	"(Hartert, 1899)"	R
Ficedula basilanica	"(Sharpe, 1877)"	R
Ficedula henrici	"(Hartert, 1899)"	R
Ficedula harterti	"(Siebers, 1928)"	R
Ficedula platenae	"(Blasius, 1888)"	R
Ficedula crypta	"(Vaurie, 1951)"	NR
Ficedula crypta	"(Vaurie, 1951)"	R
Ficedula disposita	"(Ripley & Marshall, 1967)"	R
Ficedula bonthaina	"(Hartert, 1896)"	R
Ficedula westermanni	"(Sharpe, 1888)"	R
Ficedula superciliaris	"(Jerdon, 1840)"	R
Ficedula tricolor	"(Hodgson, 1845)"	R
Ficedula sapphira	"(Blyth, 1843)"	R
Ficedula nigrorufa	"(Jerdon, 1839)"	R
Ficedula timorensis	"(Hellmayr, 1919)"	R
Cyanoptila cyanomelana	"(Temminck, 1829)"	R
Eumyias thalassinus	"Swainson, 1838"	R
Eumyias sordidus	"(Walden, 1870)"	R
Eumyias panayensis	"(Sharpe, 1877)"	R
Eumyias albicaudatus	"Jerdon, 1840"	R
Eumyias indigo	"Horsfield, 1821"	R
Cyornis sanfordi	"Stresemann, 1931"	R
Cyornis hoevelli	"(Meyer, 1903)"	R
Cyornis hyacinthinus	"(Temminck, 1820)"	R
Cyornis concretus	"(M�ller, 1835)"	R
Cyornis ruckii	"(Oustalet, 1881)"	R
Cyornis herioti	"Ramsay, 1886"	R
Cyornis hainanus	"(Ogilvie-Grant, 1900)"	R
Cyornis pallipes	"(Jerdon, 1840)"	R
Cyornis poliogenys	"Brooks, 1879"	R
Cyornis unicolor	"Blyth, 1843"	R
Cyornis rubeculoides	"(Vigors, 1831)"	R
Cyornis banyumas	"(Horsfield, 1821)"	NR
Cyornis banyumas	"(Horsfield, 1821)"	R
Cyornis magnirostris	"Blyth, 1849"	R
Cyornis lemprieri	"(Sharpe, 1884)"	R
Cyornis superbus	"Stresemann, 1925"	R
Cyornis caerulatus	"(Bonaparte, 1857)"	R
Cyornis turcosus	"Br�ggemann, 1877"	R
Cyornis tickelliae	"Blyth, 1843"	R
Cyornis rufigastra	"(Raffles, 1822)"	R
Cyornis omissus	"(Hartert, 1896)"	R
Niltava grandis	"(Blyth, 1842)"	R
Niltava macgrigoriae	"(Burton, 1836)"	R
Niltava davidi	"La Touche, 1907"	R
Niltava sundara	"Hodgson, 1837"	R
Niltava sumatrana	"Salvadori, 1879"	R
Niltava vivida	"(Swinhoe, 1864)"	R
Muscicapella hodgsoni	"(Moore, 1854)"	R
Culicicapa ceylonensis	"(Swainson, 1820)"	R
Culicicapa helianthea	"Wallace, 1865"	R
Cinclus cinclus	"(Linnaeus, 1758)"	R
Cinclus pallasii	"Temminck, 1820"	R
Cinclus mexicanus	"Swainson, 1827"	R
Cinclus leucocephalus	"Tschudi, 1844"	R
Cinclus schulzi	"Cabanis, 1882"	R
Chloropsis flavipennis	"(Tweeddale, 1878)"	R
Chloropsis palawanensis	"(Sharpe, 1877)"	R
Chloropsis sonnerati	"Jardine & Selby, 1827"	R
Chloropsis cyanopogon	"(Temminck, 1829)"	R
Chloropsis cochinchinensis	"(Gmelin, 1788)"	NR
Chloropsis cochinchinensis	"(Gmelin, 1788)"	R
Chloropsis kinabaluensis	"Sharpe, 1887"	R
Chloropsis jerdoni	"(Blyth, 1844)"	R
Chloropsis aurifrons	"(Temminck, 1829)"	NR
Chloropsis aurifrons	"(Temminck, 1829)"	R
Chloropsis media	"(Bonaparte, 1850)"	R
Chloropsis hardwickii	"Jardine & Selby, 1830"	R
Chloropsis venusta	"(Bonaparte, 1850)"	R
Prionochilus olivaceus	"Tweeddale, 1877"	R
Prionochilus maculatus	"(Temminck & Laugier, 1836)"	R
Prionochilus percussus	"(Temminck & Laugier, 1826)"	R
Prionochilus plateni	"Blasius, 1888"	R
Prionochilus xanthopygius	"Salvadori, 1868"	R
Prionochilus thoracicus	"(Temminck & Laugier, 1836)"	R
Dicaeum annae	"(B�ttikofer, 1894)"	R
Dicaeum agile	"(Tickell, 1833)"	R
Dicaeum aeruginosum	"(Bourns & Worcester, 1894)"	R
Dicaeum everetti	"(Sharpe, 1877)"	R
Dicaeum proprium	"Ripley & Rabor, 1966"	R
Dicaeum chrysorrheum	"Temminck & Laugier, 1829"	R
Dicaeum melanoxanthum	"(Blyth, 1843)"	R
Dicaeum vincens	"(Sclater, 1872)"	R
Dicaeum aureolimbatum	"(Wallace, 1865)"	R
Dicaeum nigrilore	"Hartert, 1904"	R
Dicaeum anthonyi	"(McGregor, 1914)"	R
Dicaeum bicolor	"(Bourns & Worcester, 1894)"	R
Dicaeum quadricolor	"(Tweeddale, 1877)"	R
Dicaeum australe	"(Hermann, 1783)"	NR
Dicaeum australe	"(Hermann, 1783)"	R
Dicaeum haematostictum	"Sharpe, 1876"	R
Dicaeum retrocinctum	"Gould, 1872"	R
Dicaeum trigonostigma	"(Scopoli, 1786)"	R
Dicaeum hypoleucum	"Sharpe, 1876"	R
Dicaeum erythrorhynchos	"(Latham, 1790)"	R
Dicaeum concolor	"Jerdon, 1840"	R
Dicaeum pygmaeum	"(Kittlitz, 1833)"	R
Dicaeum nehrkorni	"Blasius, 1886"	R
Dicaeum erythrothorax	"Lesson, 1828"	R
Dicaeum vulneratum	"Wallace, 1863"	R
Dicaeum pectorale	"M�ller, 1843"	R
Dicaeum geelvinkianum	"Meyer, 1874"	R
Dicaeum nitidum	"Tristram, 1889"	R
Dicaeum eximium	"Sclater, 1877"	R
Dicaeum aeneum	"Pucheran, 1853"	R
Dicaeum tristrami	"Sharpe, 1884"	R
Dicaeum igniferum	"Wallace, 1863"	R
Dicaeum maugei	"Lesson, 1830"	R
Dicaeum ignipectus	"(Blyth, 1843)"	R
Dicaeum monticolum	"Sharpe, 1887"	R
Dicaeum celebicum	"M�ller, 1843"	R
Dicaeum sanguinolentum	"Temminck & Laugier, 1829"	R
Dicaeum hirundinaceum	"(Shaw & Nodder, 1792)"	R
Dicaeum cruentatum	"(Linnaeus, 1758)"	R
Dicaeum trochileum	"(Sparrman, 1789)"	R
Anthreptes axillaris	"(Reichenow, 1893)"	NR
Anthreptes fraseri	"Jardine & Selby, 1843"	NR
Anthreptes fraseri	"Jardine & Selby, 1843"	R
Anthreptes reichenowi	"Gunning, 1909"	R
Anthreptes anchietae	"(Barboza du Bocage, 1878)"	R
Anthreptes simplex	"(M�ller, 1843)"	R
Anthreptes malacensis	"(Scopoli, 1786)"	R
Anthreptes rhodolaemus	"Shelley, 1878"	R
Anthreptes singalensis	"(Gmelin, 1788)"	R
Anthreptes gabonicus	"(Hartlaub, 1861)"	R
Anthreptes longuemarei	"(Lesson, 1831)"	R
Anthreptes orientalis	"Hartlaub, 1880"	R
Anthreptes neglectus	"Neumann, 1922"	R
Anthreptes aurantium	"Verreaux & Verreaux, 1851"	R
Anthreptes pallidigaster	"Sclater & Moreau, 1935"	R
Anthreptes rectirostris	"(Shaw, 1812)"	R
Anthreptes rubritorques	"Reichenow, 1905"	R
Anthreptes collaris	"(Vieillot, 1819)"	R
Anthreptes platurus	"(Vieillot, 1819)"	R
Anthreptes metallicus	"(Lichtenstein, 1823)"	R
Hypogramma hypogrammicum	"M�ller, 1843"	R
Nectarinia seimundi	"(Ogilvie-Grant, 1908)"	R
Nectarinia batesi	"(Ogilvie-Grant, 1908)"	R
Nectarinia olivacea	"(Smith, 1840)"	R
Nectarinia violacea	"(Linnaeus, 1766)"	R
Nectarinia veroxii	"(Smith, 1831)"	R
Nectarinia reichenbachii	"Hartlaub, 1857"	R
Nectarinia hartlaubii	"Hartlaub, 1857"	R
Nectarinia newtonii	"(Barboza du Bocage, 1887)"	R
Nectarinia thomensis	"Barboza du Bocage, 1889"	R
Nectarinia oritis	"(Reichenow, 1892)"	R
Nectarinia alinae	"(Jackson, 1904)"	R
Nectarinia verticalis	"(Latham, 1790)"	R
Nectarinia bannermani	"Grant & Mackworth-Praed, 1943"	R
Nectarinia cyanolaema	"Jardine & Fraser, 1851"	R
Nectarinia balfouri	"(Sclater & Hartlaub, 1881)"	R
Nectarinia dussumieri	"Hartlaub, 1860"	R
Nectarinia fuliginosa	"(Shaw, 1812)"	R
Nectarinia amethystina	"(Shaw, 1812)"	R
Nectarinia rubescens	"(Vieillot, 1819)"	R
Nectarinia senegalensis	"(Linnaeus, 1766)"	R
Nectarinia hunteri	"(Shelley, 1889)"	R
Nectarinia adelberti	"(Gervais, 1834)"	R
Nectarinia zeylonica	"(Linnaeus, 1766)"	R
Nectarinia minima	"(Sykes, 1832)"	R
Nectarinia sperata	"(Linnaeus, 1766)"	R
Nectarinia aspasia	"(Lesson & Garnot, 1828)"	R
Nectarinia calcostetha	"Jardine, 1843"	R
Nectarinia jugularis	"(Linnaeus, 1766)"	R
Nectarinia buettikoferi	"(Hartert, 1896)"	R
Nectarinia solaris	"Temminck, 1825"	R
Nectarinia sovimanga	"(Gmelin, 1788)"	R
Nectarinia sovimanga	"(Gmelin, 1788)"	NR
Nectarinia humbloti	"(Milne-Edwards & Oustalet, 1885)"	R
Nectarinia comorensis	"(Peters, 1864)"	R
Nectarinia coquerellii	"Hartlaub, 1860"	R
Nectarinia venusta	"(Shaw & Nodder, 1799)"	R
Nectarinia ursulae	"(Alexander, 1903)"	R
Nectarinia talatala	"(Smith, 1836)"	R
Nectarinia oustaleti	"Barboza du Bocage, 1878"	R
Nectarinia bouvieri	"(Shelley, 1877)"	R
Nectarinia osea	"(Bonaparte, 1856)"	R
Nectarinia asiatica	"(Latham, 1790)"	R
Nectarinia habessinica	"Ehrenberg, 1828"	R
Nectarinia lotenia	"(Linnaeus, 1766)"	R
Nectarinia manoensis	"(Reichenow, 1907)"	R
Nectarinia chalybea	"(Linnaeus, 1766)"	R
Nectarinia ludovicensis	"Barboza du Bocage, 1870"	NR
Nectarinia prigoginei	"Macdonald, 1958"	NR
Nectarinia prigoginei	"Macdonald, 1958"	NR
Nectarinia stuhlmanni	"(Reichenow, 1893)"	NR
Nectarinia graueri	Neumann (1908)	NR
Nectarinia afra	"(Linnaeus, 1766)"	NR
Nectarinia afra	"(Linnaeus, 1766)"	R
Nectarinia preussi	"(Reichenow, 1892)"	R
Nectarinia mediocris	"(Shelley, 1885)"	NR
Nectarinia mediocris	"(Shelley, 1885)"	R
Nectarinia usambarica	"(Grote, 1922)"	NR
Nectarinia fuelleborni	"(Reichenow, 1899)"	R
Nectarinia neergardi	"(Grant, 1908)"	R
Nectarinia chloropygia	"Jardine, 1842"	R
Nectarinia minulla	"(Reichenow, 1899)"	R
Nectarinia regia	"(Reichenow, 1893)"	R
Nectarinia loveridgei	"(Hartert, 1922)"	R
Nectarinia loveridgei	"(Hartert, 1922)"	NR
Nectarinia moreaui	"(Sclater, 1933)"	R
Nectarinia rockefelleri	"(Chapin, 1932)"	R
Nectarinia cuprea	"(Shaw, 1812)"	R
Nectarinia fusca	"(Vieillot, 1819)"	R
Nectarinia rufipennis	"Jensen, 1983"	R
Nectarinia tacazze	"(Stanley, 1814)"	R
Nectarinia purpureiventris	"(Reichenow, 1893)"	R
Nectarinia bocagii	"Shelley, 1879"	R
Nectarinia kilimensis	"Shelley, 1884"	R
Nectarinia reichenowi	"(Fischer, 1884)"	R
Nectarinia famosa	"(Linnaeus, 1766)"	R
Nectarinia johnstoni	"Shelley, 1885"	R
Nectarinia shelleyi	"(Alexander, 1899)"	R
Nectarinia hofmanni	"(Reichenow, 1915)"	NR
Nectarinia erythrocerca	"Hartlaub, 1857"	R
Nectarinia congensis	"van Oort, 1910"	R
Nectarinia mariquensis	"(Smith, 1836)"	R
Nectarinia bifasciata	"(Shaw, 1812)"	R
Nectarinia pembae	"(Reichenow, 1905)"	NR
Nectarinia pembae	"(Reichenow, 1905)"	R
Nectarinia chalcomelas	"(Reichenow, 1905)"	R
Nectarinia notata	"(M�ller, 1776)"	R
Nectarinia coccinigaster	"(Latham, 1801)"	R
Nectarinia johannae	"(Verreaux & Verreaux, 1851)"	R
Nectarinia superba	"(Shaw, 1812)"	R
Nectarinia pulchella	"(Linnaeus, 1766)"	R
Nectarinia nectarinioides	"(Richmond, 1897)"	R
Aethopyga primigenia	"(Hachisuka, 1941)"	R
Aethopyga boltoni	"Mearns, 1905"	R
Aethopyga linaraborae	"Kennedy, Gonzales & Miranda, 1997"	R
Aethopyga flagrans	"Oustalet, 1876"	R
Aethopyga pulcherrima	"Sharpe, 1876"	R
Aethopyga duyvenbodei	"(Schlegel, 1871)"	R
Aethopyga shelleyi	"Sharpe, 1876"	NR
Aethopyga shelleyi	"Sharpe, 1876"	R
Aethopyga bella	"Tweeddale, 1877"	R
Aethopyga gouldiae	"(Vigors, 1831)"	R
Aethopyga nipalensis	"(Hodgson, 1837)"	R
Aethopyga eximia	"(Horsfield, 1821)"	R
Aethopyga christinae	"Swinhoe, 1869"	R
Aethopyga saturata	"(Hodgson, 1836)"	R
Aethopyga siparaja	"(Raffles, 1822)"	R
Aethopyga mystacalis	"(M�ller, 1843)"	R
Aethopyga ignicauda	"(Hodgson, 1837)"	R
Arachnothera longirostra	"(Latham, 1790)"	R
Arachnothera crassirostris	"(Reichenbach, 1854)"	R
Arachnothera robusta	"M�ller & Schlegel, 1845"	R
Arachnothera flavigaster	"(Eyton, 1839)"	R
Arachnothera chrysogenys	"(Temminck, 1826)"	R
Arachnothera clarae	"Blasius, 1890"	R
Arachnothera affinis	"(Horsfield, 1822)"	R
Arachnothera everetti	"(Sharpe, 1893)"	R
Arachnothera magna	"(Hodgson, 1837)"	R
Arachnothera juliae	"Sharpe, 1887"	R
Promerops gurneyi	"Verreaux, 1871"	R
Promerops cafer	"(Linnaeus, 1758)"	R
Plocepasser mahali	"Smith, 1836"	R
Plocepasser superciliosus	"(Cretzschmar, 1827)"	R
Plocepasser rufoscapulatus	"B�ttikofer, 1888"	R
Plocepasser donaldsoni	"Sharpe, 1895"	R
Histurgops ruficaudus	"Reichenow, 1887"	R
Pseudonigrita arnaudi	"(Bonaparte, 1851)"	R
Pseudonigrita cabanisi	"(Fischer & Reichenow, 1884)"	R
Philetairus socius	"(Latham, 1790)"	R
Passer ammodendri	"Gould, 1872"	R
Passer domesticus	"(Linnaeus, 1758)"	R
Passer hispaniolensis	"(Temminck, 1820)"	R
Passer pyrrhonotus	"Blyth, 1844"	R
Passer castanopterus	"Blyth, 1855"	R
Passer rutilans	"(Temminck, 1835)"	R
Passer flaveolus	"Blyth, 1844"	R
Passer moabiticus	"Tristram, 1864"	R
Passer yatii	Sharpe (1888)	NR
Passer iagoensis	"(Gould, 1838)"	R
Passer rufocinctus	"Finsch & Reichenow, 1884"	R
Passer insularis	"Sclater & Hartlaub, 1881"	NR
Passer insularis	"Sclater & Hartlaub, 1881"	R
Passer hemileucus	"Ogilvie-Grant & Forbes, 1900"	R
Passer motitensis	"Smith, 1836"	NR
Passer motitensis	"Smith, 1836"	NR
Passer motitensis	"Smith, 1836"	R
Passer shelleyi	"Sharpe, 1891"	R
Passer cordofanicus	"Heuglin, 1871"	R
Passer melanurus	"(M�ller, 1776)"	R
Passer griseus	"(Vieillot, 1817)"	R
Passer griseus	"(Vieillot, 1817)"	NR
Passer swainsonii	"(R�ppell, 1840)"	R
Passer gongonensis	"(Oustalet, 1890)"	R
Passer suahelicus	"Reichenow, 1904"	R
Passer diffusus	"(Smith, 1836)"	R
Passer simplex	"(Lichtenstein, 1823)"	NR
Passer simplex	"(Lichenstein, 1823)"	R
Passer zarudnyi	"Pleske, 1896"	R
Passer montanus	"(Linnaeus, 1758)"	R
Passer luteus	"(Lichtenstein, 1823)"	R
Passer euchlorus	"(Bonaparte, 1851)"	R
Passer eminibey	"(Hartlaub, 1880)"	R
Petronia pyrgita	"(Heuglin, 1862)"	R
Petronia xanthocollis	"(Burton, 1838)"	R
Petronia superciliaris	"(Blyth, 1845)"	R
Petronia dentata	"(Sundevall, 1850)"	R
Petronia petronia	"(Linnaeus, 1766)"	R
Petronia brachydactyla	"(Bonaparte, 1851)"	R
Montifringilla nivalis	"(Linnaeus, 1766)"	R
Montifringilla adamsi	"Adams, 1858"	R
Montifringilla taczanowskii	"Przewalski, 1876"	R
Montifringilla davidiana	"(Verreaux, 1871)"	R
Montifringilla ruficollis	"Blanford, 1871"	R
Montifringilla blanfordi	"Hume, 1876"	R
Montifringilla theresae	"Meinertzhagen, 1937"	R
Montifringilla henrici	"(Oustalet, 1981)"	UR
Sporopipes frontalis	"(Daudin, 1802)"	R
Sporopipes squamifrons	"(Smith, 1836)"	R
Bubalornis albirostris	"(Vieillot, 1817)"	R
Bubalornis niger	"Smith, 1936"	R
Dinemellia dinemelli	"(R�ppell, 1845)"	R
Amblyospiza albifrons	"(Vigors, 1831)"	R
Ploceus bannermani	"Chapin, 1932"	R
Ploceus batesi	"(Sharpe, 1908)"	R
Ploceus nigrimentus	"Reichenow, 1904"	R
Ploceus baglafecht	"(Daudin, 1802)"	R
